age,job_type,marital_status,education_level,credit_default,balance,housing_loan,personal_loan,contact_type,last_contact_day,last_contact_month,last_contact_duration,contacts_curr_campaign,days_since_prev_camp_contact,contacts_prev_campaign,prev_outcome
0.2337662337662338,9,2,2,0,0.07776175171207596,0,0,2,17,6,0.08426270136307346,0.17142857142857143,0,0.0,3
0.4935064935064935,2,1,1,0,0.07998773438121089,0,0,0,19,9,0.1718298223874439,0.1142857142857143,0,0.0,3
0.3636363636363637,1,1,1,0,0.07776175171207596,1,0,2,5,6,0.04571113864794181,0.05714285714285714,0,0.0,3
0.29870129870129875,4,0,2,0,0.11667102020419984,0,0,0,1,10,0.16632245628528225,0.0,1,0.5,2
0.25974025974025977,1,1,1,0,0.07776175171207596,1,0,2,20,8,0.049566294919454974,0.0,0,0.0,3
0.19480519480519481,9,0,2,0,0.0872903203825056,1,0,2,28,8,0.258295470191382,0.1142857142857143,0,0.0,3
0.32467532467532473,0,1,1,0,0.08263392806441722,1,0,2,27,8,0.12226352746798894,0.17142857142857143,0,0.0,3
0.5584415584415585,5,1,1,0,0.08841466877150743,0,0,0,15,10,0.11675616136582727,0.05714285714285714,1,0.5,2
0.2337662337662338,4,1,2,0,0.10518903817105996,1,0,1,22,10,0.04020377254578014,0.0,1,0.4,1
0.3766233766233767,3,1,1,0,0.09084507842046087,0,0,1,7,5,0.14319151865620325,0.6857142857142857,0,0.0,3
0.10389610389610388,4,2,2,0,0.0802830177965043,0,0,0,26,10,0.1751342420487409,0.0,1,0.30000000000000004,2
0.4805194805194805,4,1,2,0,0.08616597199350377,0,0,0,25,1,0.03139198678232148,0.1142857142857143,0,0.0,3
0.3636363636363637,11,1,0,0,0.07901102769985577,0,0,2,19,6,0.0622332369544268,0.7428571428571428,0,0.0,3
0.18181818181818182,9,2,1,0,0.07776175171207596,0,0,0,22,1,0.06278397356464296,0.05714285714285714,0,0.0,3
0.3636363636363637,9,1,1,0,0.08091901284482857,1,0,0,10,5,0.10188627288999078,0.0,0,0.0,3
0.2207792207792208,3,1,1,0,0.08614325788463505,1,0,0,5,8,0.04460966542750947,0.4571428571428571,0,0.0,3
0.15584415584415584,1,2,1,0,0.08858502458802285,1,0,2,2,6,0.4114002478314763,0.05714285714285714,0,0.0,3
0.16883116883116883,4,2,2,0,0.08825567000942636,0,0,0,27,3,0.09472669695718061,0.0,0,0.0,3
0.3766233766233767,1,1,0,0,0.08506433771337066,1,0,2,20,6,0.009913258983890994,0.2857142857142857,0,0.0,3
0.3376623376623377,7,1,0,0,0.07779582287537905,1,0,0,7,8,0.12556794712928593,0.0,0,0.0,3
0.14285714285714285,8,2,1,0,0.08693825169504038,0,0,0,29,6,0.10408921933085544,0.0,1,0.1,1
0.12987012987012986,9,2,2,0,0.11890835992776913,0,0,0,3,6,0.07600165220983096,0.05714285714285714,1,0.1,2
0.5064935064935066,5,0,2,0,0.10633610066893051,1,0,2,15,8,0.5705631281839484,0.0,0,0.0,3
0.12987012987012986,8,2,3,0,0.07864760195795618,0,0,0,4,2,0.1277708935701506,0.1142857142857143,1,0.2,0
0.16883116883116883,4,2,2,0,0.07943123871392715,0,0,0,13,11,0.04460966542750947,0.1142857142857143,1,0.5,2
0.2077922077922078,3,1,1,1,0.07776175171207596,0,0,0,21,1,0.2191931708660342,0.05714285714285714,0,0.0,3
0.15584415584415584,9,2,1,0,0.07776175171207596,0,0,0,21,1,0.09142227729588362,0.17142857142857143,0,0.0,3
0.2207792207792208,9,2,3,0,0.07776175171207596,0,0,0,28,4,0.04460966542750947,0.05714285714285714,0,0.0,3
0.09090909090909088,1,2,0,0,0.07525184268208197,1,0,2,23,8,0.1376841525540416,0.0,0,0.0,3
0.3376623376623377,1,2,1,0,0.08504162360450193,0,0,2,15,8,0.14153930882555477,0.0,0,0.0,3
0.16883116883116883,8,2,1,0,0.11763636983112061,0,0,0,2,5,0.36734131901418293,0.0,0,0.0,3
0.12987012987012986,9,2,1,0,0.07919274057080555,0,0,0,3,7,0.1261186837395021,0.0,0,0.0,3
0.44155844155844154,5,1,1,0,0.07776175171207596,0,0,0,22,1,0.1933085501858744,0.22857142857142856,0,0.0,3
0.28571428571428575,1,1,1,0,0.0814755085121123,1,0,0,12,8,0.26104915324246286,0.05714285714285714,1,0.1,0
0.25974025974025977,0,1,1,0,0.12839150038046132,1,0,2,5,6,0.11840837119647576,0.0,0,0.0,3
0.31168831168831174,1,2,0,0,0.07698947201053935,1,1,2,26,8,0.09197301390609978,0.0,0,0.0,3
0.18181818181818182,1,1,1,0,0.07814789156284427,1,0,0,5,8,0.1767864518793894,0.05714285714285714,0,0.0,3
0.14285714285714285,1,2,1,0,0.09418405242416328,1,0,0,17,0,0.04846482169902264,0.1142857142857143,0,0.0,3
0.29870129870129875,0,0,1,0,0.0806691576472726,0,0,2,19,6,0.05011703152967114,0.0,0,0.0,3
0.11688311688311687,4,2,2,0,0.0798628067824329,0,0,0,31,10,0.009913258983890994,0.0,0,0.0,3
0.051948051948051965,8,2,3,0,0.08399677459654065,0,0,0,2,11,0.08481343797328962,0.0,0,0.0,3
0.10389610389610388,1,2,1,0,0.0852346935298861,0,1,1,23,5,0.018725044747349658,0.17142857142857143,0,0.0,3
0.3506493506493507,9,1,1,0,0.07351421335362461,0,1,0,18,1,0.08205975492220878,0.22857142857142856,0,0.0,3
0.15584415584415584,9,1,2,0,0.07777310876651032,0,0,0,29,1,0.03800082610491548,1.0,0,0.0,3
0.16883116883116883,1,2,1,0,0.10148663842545798,1,0,2,20,8,0.018725044747349658,0.0,0,0.0,3
0.28571428571428575,1,1,0,1,0.07750053946008563,0,1,0,7,5,0.41635687732342175,0.1142857142857143,0,0.0,3
0.14285714285714285,1,2,1,0,0.08053287299406026,1,0,0,15,8,0.010463995594107161,0.05714285714285714,0,0.0,3
0.27272727272727276,9,1,2,0,0.2113888541867781,1,0,0,14,1,0.17238055899766008,0.17142857142857143,1,0.5,0
0.19480519480519481,10,2,2,0,0.08476905429807725,0,0,0,2,3,0.34145669833402315,0.05714285714285714,0,0.0,3
0.2337662337662338,7,1,1,0,0.09284392000090856,1,0,2,6,6,0.045160402037725644,0.17142857142857143,0,0.0,3
0.15584415584415584,2,2,1,0,0.08077137113718186,1,1,2,3,6,0.03689935288448314,0.5142857142857142,0,0.0,3
0.5324675324675325,4,1,2,0,0.09576268299053958,0,0,1,28,1,0.05011703152967114,0.22857142857142856,0,0.0,3
0.31168831168831174,0,0,1,0,0.08556404810848259,1,1,2,23,8,0.1261186837395021,0.0,0,0.0,3
0.27272727272727276,4,1,2,0,0.12931142178964464,0,0,0,30,0,0.16577171967506607,0.0,0,0.0,3
0.28571428571428575,1,1,3,0,0.0802830177965043,1,0,2,20,8,0.25609252375051733,0.39999999999999997,0,0.0,3
0.29870129870129875,0,0,1,0,0.0817140066552339,1,0,2,27,8,0.12832163018036677,0.1142857142857143,0,0.0,3
0.5064935064935066,4,1,1,0,0.07820467683501607,1,0,0,15,8,0.06278397356464296,0.05714285714285714,0,0.0,3
0.32467532467532473,7,0,1,0,0.08078272819161622,1,1,0,20,0,0.04350819220707714,0.0,1,0.1,0
0.5194805194805194,7,1,1,0,0.07787532225641958,1,1,0,30,5,0.0523199779705358,0.22857142857142856,0,0.0,3
0.19480519480519481,4,1,2,0,0.08755153263449592,1,0,0,8,1,0.09142227729588362,0.1142857142857143,0,0.0,3
0.2207792207792208,9,0,1,0,0.10930029187629897,1,0,0,7,8,0.3486162742668333,0.0,0,0.0,3
0.15584415584415584,4,2,2,0,0.14776663524548272,1,0,2,27,8,0.08371196475285729,0.5714285714285714,0,0.0,3
0.27272727272727276,4,1,2,0,0.07511555802886963,1,0,0,19,9,0.13713341594382542,0.0,0,0.0,3
0.27272727272727276,1,1,1,0,0.08526876469318917,1,0,0,3,3,0.046261875258157975,0.17142857142857143,1,0.4,0
0.11688311688311687,11,2,1,0,0.09124257532566354,0,0,1,26,3,0.1277708935701506,0.0,1,0.1,0
0.16883116883116883,1,1,0,0,0.07249207845453204,1,1,2,12,8,0.1409885722153386,0.17142857142857143,0,0.0,3
0.45454545454545453,10,0,1,0,0.0844283426650464,0,0,0,19,9,0.3089632383312693,0.0,0,0.0,3
0.24675324675324678,9,2,1,1,0.08202064712496167,0,0,2,9,6,0.1228142640782051,0.05714285714285714,0,0.0,3
0.3896103896103896,7,1,1,0,0.15747691678686215,1,0,2,30,8,0.25609252375051733,0.1142857142857143,0,0.0,3
0.5844155844155845,5,1,0,0,0.21480732757152105,0,0,1,29,0,0.3634861627426698,0.0,1,0.1,0
0.11688311688311687,2,1,2,0,0.07865895901239055,1,1,0,13,8,0.11069805865344944,0.0,1,0.30000000000000004,0
0.3636363636363637,7,1,1,0,0.08001044849007961,0,1,2,5,6,0.026986093900592152,0.0,0,0.0,3
0.6103896103896105,5,1,2,0,0.09988529375021295,0,0,0,2,3,0.056175134242048966,0.05714285714285714,0,0.0,3
0.2077922077922078,4,1,2,0,0.07776175171207596,0,0,0,6,1,0.07655238882004713,0.05714285714285714,0,0.0,3
0.24675324675324678,0,1,1,0,0.08866452396906338,0,0,1,18,9,0.027536830510808318,0.1142857142857143,0,0.0,3
0.27272727272727276,2,0,1,0,0.08900523560209424,1,0,0,23,5,0.030290513561889148,0.0,0,0.0,3
0.25974025974025977,4,1,2,0,0.08046473066745409,0,0,0,4,8,0.07214649593831779,0.0,1,0.2,2
0.44155844155844154,11,1,3,0,0.09560368422845851,0,0,0,4,1,0.09032080407545129,0.0,0,0.0,3
0.2207792207792208,0,1,2,0,0.07961295158487695,1,0,0,6,1,0.06939281288723696,0.2857142857142857,0,0.0,3
0.25974025974025977,7,0,1,0,0.07862488784908746,1,0,0,17,0,0.2175409610353857,0.05714285714285714,0,0.0,3
0.2077922077922078,4,2,2,0,0.07365049800683694,1,1,0,20,0,0.0038551562715131646,0.2857142857142857,0,0.0,3
0.18181818181818182,0,0,1,0,0.07400256669430216,1,1,2,26,8,0.07159575932810162,0.1142857142857143,0,0.0,3
0.14285714285714285,9,2,1,0,0.08431477212070278,1,0,0,18,8,0.009913258983890994,0.17142857142857143,0,0.0,3
0.15584415584415584,4,1,2,0,0.0790337418087245,1,0,0,29,4,0.2555417871403012,0.05714285714285714,1,0.1,1
0.18181818181818182,4,1,2,0,0.07805703512736936,0,0,0,22,1,0.12226352746798894,0.2857142857142857,0,0.0,3
0.19480519480519481,0,0,1,0,0.09777288162542164,1,0,0,19,9,0.08040754509156028,0.05714285714285714,0,0.0,3
0.32467532467532473,9,0,0,0,0.07790939341972267,0,1,0,9,5,0.5380696681811945,0.17142857142857143,0,0.0,3
0.16883116883116883,0,2,1,0,0.07776175171207596,1,0,2,16,8,0.015420625086052658,0.17142857142857143,0,0.0,3
0.15584415584415584,4,1,1,0,0.08347435009255999,1,0,0,2,3,0.052870714580751973,0.0,0,0.0,3
0.44155844155844154,4,1,2,0,0.07821603388945043,0,0,0,19,9,0.6966818119234505,0.1142857142857143,0,0.0,3
0.41558441558441556,0,1,1,0,0.07776175171207596,0,0,0,4,1,0.047363348478590306,0.17142857142857143,0,0.0,3
0.14285714285714285,9,1,1,0,0.091163075944623,1,0,0,17,0,0.20212033594933304,0.1142857142857143,1,0.30000000000000004,0
0.4935064935064935,1,1,1,0,0.09323005985167687,0,0,1,31,5,0.1900041305245774,0.0,0,0.0,3
0.29870129870129875,7,1,1,0,0.07839774676040022,1,0,0,31,5,0.03469640644361848,1.0,0,0.0,3
0.09090909090909088,4,2,2,0,0.07779582287537905,1,1,0,16,0,0.569461654963516,0.0,0,0.0,3
0.11688311688311687,8,2,1,0,0.19741967723251297,0,0,0,29,4,0.07490017898939863,0.0,0,0.0,3
0.45454545454545453,2,1,2,0,0.11051549670077569,1,0,2,16,8,0.09087154068566745,0.17142857142857143,0,0.0,3
0.07792207792207789,0,2,1,0,0.07200372511385447,1,0,2,27,8,0.2456285281564102,0.0,0,0.0,3
0.5324675324675325,3,1,0,0,0.1402369081555008,0,0,2,9,6,0.09472669695718061,0.17142857142857143,0,0.0,3
0.18181818181818182,7,0,1,0,0.1375793574178601,1,0,0,21,9,0.10078479966955844,0.0,1,0.2,0
0.18181818181818182,9,2,1,0,0.08685875231399984,1,0,0,17,0,0.35081922070769794,0.0,0,0.0,3
0.25974025974025977,9,2,1,0,0.0782841762160566,0,0,0,25,1,0.049566294919454974,0.05714285714285714,0,0.0,3
0.28571428571428575,10,1,1,0,0.0809076557903942,1,0,2,26,8,0.12556794712928593,0.05714285714285714,0,0.0,3
0.15584415584415584,7,1,1,0,0.09365027086574826,0,0,0,28,5,0.09252375051631595,0.2857142857142857,0,0.0,3
0.2077922077922078,4,2,2,0,0.08291785442527626,0,0,0,14,1,0.041855982376428645,0.1142857142857143,0,0.0,3
0.3506493506493507,1,1,0,0,0.0725942919444413,1,1,0,31,5,0.08866859424480278,0.05714285714285714,0,0.0,3
0.16883116883116883,1,2,1,0,0.10203177703830735,0,0,2,29,8,0.2274542200192767,0.0,0,0.0,3
0.2337662337662338,7,2,1,0,0.09371841319235444,1,0,0,14,0,0.15585846069117507,0.1142857142857143,0,0.0,3
0.2207792207792208,1,2,0,0,0.0922647102247561,1,0,0,20,0,0.07875533526091179,0.17142857142857143,0,0.0,3
0.19480519480519481,4,2,2,0,0.088244312954992,1,0,2,30,8,0.06498692000550763,0.2857142857142857,0,0.0,3
0.3896103896103896,0,0,1,0,0.07960159453044259,1,0,0,12,8,0.04571113864794181,0.0,1,0.4,0
0.4675324675324675,1,1,0,0,0.0801353760888576,0,1,2,17,9,0.11345174170453026,0.0,0,0.0,3
0.2207792207792208,4,2,2,0,0.08907337792870042,0,0,2,20,6,0.009362522373674829,0.05714285714285714,0,0.0,3
0.40259740259740256,9,1,2,0,0.08999329933788373,1,0,0,21,9,0.04350819220707714,0.17142857142857143,0,0.0,3
0.2337662337662338,1,1,1,0,0.07776175171207596,0,0,2,5,6,0.09582817017761294,0.0,0,0.0,3
0.15584415584415584,1,1,1,0,0.08359927769133797,1,0,0,11,8,0.056175134242048966,0.1142857142857143,0,0.0,3
0.3376623376623377,1,1,0,0,0.08476905429807725,1,0,2,13,8,0.12501721051906975,0.05714285714285714,0,0.0,3
0.24675324675324678,4,2,2,0,0.08186164836288061,0,0,0,20,1,0.09582817017761294,0.05714285714285714,0,0.0,3
0.3766233766233767,7,1,1,0,0.07778446582094468,0,1,0,21,5,0.03910229932534781,0.7999999999999999,0,0.0,3
